Date,Week,Temp_Max,Temp_Min,Humd_Max,Humd_Min,Nh3_Max,Nh3_Min,Co2_Max,Co2_Min,Dust_Max,Dust_Min,Feed,Weight
15-03-2023,6,31.3,19.5,77,25,19,12,3070,996,0.55,0.16,1203.9,2431
15-03-2023,6,32.2,20.5,84,21,22,10,3735,834,0.5,0.25,1203.9,2431
15-03-2023,6,32.9,18.1,78,20,15,10,2370,716,0.56,0.2,1203.9,2431
15-03-2023,6,32.9,18.7,64,37,17,9,2496,864,0.52,0.23,1203.9,2431
15-03-2023,6,32.9,25,62,22,24,10,3806,796,0.5,0.18,1203.9,2431
15-03-2023,6,31,19.1,77,22,25,9,2395,553,0.55,0.25,1052.7,2401.2
15-03-2023,6,32.2,19.1,74,23,16,12,3570,839,0.51,0.19,1052.7,2401.2
15-03-2023,6,31.3,19.5,77,25,17,11,2171,526,0.5,0.24,1052.7,2401.2
15-03-2023,6,32.2,20.5,84,21,15,9,3816,700,0.53,0.25,1052.7,2401.2
15-03-2023,6,32.9,18.1,78,20,19,11,2207,511,0.5,0.25,1052.7,2401.2
15-03-2023,6,32.9,18.7,64,37,17,8,2811,778,0.48,0.27,1052.7,2401.2
15-03-2023,6,32.9,25,62,22,20,7,2300,798,0.53,0.2,1052.7,2401.2
15-03-2023,6,31,19.1,77,22,19,12,2897,832,0.5,0.2,1150.4,2370.3
15-03-2023,6,32.2,19.1,74,23,21,9,2206,746,0.49,0.26,1150.4,2370.3
15-03-2023,6,31.3,19.5,77,25,16,10,3137,571,0.52,0.22,1150.4,2370.3
15-03-2023,6,32.2,20.5,84,21,15,11,3327,526,0.55,0.19,1150.4,2370.3
15-03-2023,6,32.9,18.1,78,20,21,9,2290,739,0.51,0.16,1150.4,2370.3
15-03-2023,6,32.9,18.7,64,37,24,10,3187,927,0.52,0.19,1150.4,2370.3
15-03-2023,6,32.9,25,62,22,15,7,3888,554,0.55,0.23,1150.4,2370.3
15-03-2023,6,31,19.1,77,22,22,7,3022,881,0.53,0.15,860.4,2302.7
15-03-2023,6,32.2,19.1,74,23,15,8,2097,663,0.49,0.18,860.4,2302.7
15-03-2023,6,31.3,19.5,77,25,22,7,3668,760,0.55,0.22,860.4,2302.7
15-03-2023,6,32.2,20.5,84,21,19,8,2366,540,0.51,0.18,860.4,2302.7
15-03-2023,6,32.9,18.1,78,20,17,12,2169,697,0.48,0.26,860.4,2302.7
15-03-2023,6,32.9,18.7,64,37,19,12,3352,979,0.53,0.24,860.4,2302.7
15-03-2023,6,32.9,25,62,22,25,12,2010,619,0.55,0.21,860.4,2302.7
15-03-2023,6,31,19.1,77,22,17,9,3428,890,0.51,0.17,1053.1,2328.7
15-03-2023,6,32.2,19.1,74,23,21,9,2109,656,0.53,0.21,1053.1,2328.7
15-03-2023,6,31.3,19.5,77,25,21,11,2527,981,0.56,0.16,1053.1,2328.7
15-03-2023,6,32.2,20.5,84,21,19,7,2962,810,0.53,0.21,1053.1,2328.7
15-03-2023,6,32.9,18.1,78,20,19,10,3522,974,0.47,0.2,1053.1,2328.7
15-03-2023,6,32.9,18.7,64,37,22,10,2943,694,0.53,0.17,1053.1,2328.7
15-03-2023,6,32.9,25,62,22,20,7,3729,643,0.5,0.26,1053.1,2328.7
15-03-2023,6,31,19.1,77,22,16,9,2314,684,0.54,0.25,880.8,2418.5
15-03-2023,6,32.2,19.1,74,23,16,7,2946,891,0.55,0.22,880.8,2418.5
15-03-2023,6,31.3,19.5,77,25,20,7,2550,750,0.52,0.15,880.8,2418.5
15-03-2023,6,32.2,20.5,84,21,18,11,3681,500,0.5,0.24,880.8,2418.5
15-03-2023,6,32.9,18.1,78,20,21,9,3866,553,0.51,0.24,880.8,2418.5
15-03-2023,6,32.9,18.7,64,37,15,11,3500,640,0.55,0.18,880.8,2418.5
15-03-2023,6,32.9,25,62,22,24,12,3230,621,0.48,0.15,880.8,2418.5
15-03-2023,6,31,19.1,77,22,18,9,3278,590,0.5,0.19,1146.1,2439.9
15-03-2023,6,32.2,19.1,74,23,19,10,3662,838,0.47,0.15,1146.1,2439.9
15-03-2023,6,31.3,19.5,77,25,24,10,3667,587,0.47,0.22,1146.1,2439.9
15-03-2023,6,32.2,20.5,84,21,18,12,3599,525,0.53,0.25,1146.1,2439.9
15-03-2023,6,32.9,18.1,78,20,17,10,2932,523,0.5,0.16,1146.1,2439.9
15-03-2023,6,32.9,18.7,64,37,23,9,3520,873,0.5,0.24,1146.1,2439.9
15-03-2023,6,32.9,25,62,22,19,10,3052,508,0.49,0.16,1146.1,2439.9
15-03-2023,6,31,19.1,77,22,25,10,2229,653,0.5,0.17,1015,2409
15-03-2023,6,32.2,19.1,74,23,20,10,3416,936,0.54,0.24,1015,2409
15-03-2023,6,31.3,19.5,77,25,21,10,3995,672,0.5,0.15,1015,2409
15-03-2023,6,32.2,20.5,84,21,17,7,2706,910,0.48,0.22,1015,2409
15-03-2023,6,32.9,18.1,78,20,17,7,3343,897,0.55,0.23,1015,2409
15-03-2023,6,32.9,18.7,64,37,23,11,2761,688,0.5,0.2,1015,2409
15-03-2023,6,32.9,25,62,22,16,8,3690,788,0.52,0.23,1015,2409
15-03-2023,6,31,19.1,77,22,21,9,3764,939,0.49,0.17,1119.5,2526.7
15-03-2023,6,32.2,19.1,74,23,19,11,3089,526,0.51,0.2,1119.5,2526.7
15-03-2023,6,31.3,19.5,77,25,25,9,3835,599,0.52,0.19,1119.5,2526.7
15-03-2023,6,32.2,20.5,84,21,25,10,3479,902,0.52,0.21,1119.5,2526.7
15-03-2023,6,32.9,18.1,78,20,18,9,2533,505,0.5,0.24,1119.5,2526.7
15-03-2023,6,32.9,18.7,64,37,19,7,3407,826,0.55,0.19,1119.5,2526.7
15-03-2023,6,32.9,25,62,22,17,10,2235,577,0.55,0.22,1119.5,2526.7
15-03-2023,6,31,19.1,77,22,16,9,2956,721,0.48,0.22,1170.5,2365.1
15-03-2023,6,32.2,19.1,74,23,17,12,2030,987,0.47,0.23,1170.5,2365.1
15-03-2023,6,31.3,19.5,77,25,16,12,2385,713,0.48,0.17,1170.5,2365.1
15-03-2023,6,32.2,20.5,84,21,17,11,3607,914,0.53,0.24,1170.5,2365.1
15-03-2023,6,32.9,18.1,78,20,15,8,3319,937,0.5,0.22,1170.5,2365.1
15-03-2023,6,32.9,18.7,64,37,19,9,3626,895,0.52,0.19,1170.5,2365.1
15-03-2023,6,32.9,25,62,22,16,11,2991,935,0.49,0.26,1170.5,2365.1
15-03-2023,6,31,19.1,77,22,15,12,2569,524,0.49,0.26,1003,2395.5
15-03-2023,6,32.2,19.1,74,23,17,7,2072,814,0.52,0.26,1003,2395.5
15-03-2023,6,31.3,19.5,77,25,20,11,3327,720,0.55,0.15,1003,2395.5
15-03-2023,6,32.2,20.5,84,21,16,10,3750,863,0.54,0.24,1003,2395.5
15-03-2023,6,32.9,18.1,78,20,22,9,3834,568,0.48,0.16,1003,2395.5
15-03-2023,6,32.9,18.7,64,37,18,7,3032,953,0.49,0.17,1003,2395.5
15-03-2023,6,32.9,25,62,22,24,10,3607,702,0.54,0.24,1003,2395.5
15-03-2023,6,31,19.1,77,22,17,11,3519,822,0.54,0.17,1120,2491.4
15-03-2023,6,32.2,19.1,74,23,21,12,3659,850,0.48,0.25,1120,2491.4
15-03-2023,6,31.3,19.5,77,25,19,10,3479,866,0.48,0.22,1120,2491.4
15-03-2023,6,32.2,20.5,84,21,22,11,3391,985,0.52,0.22,1120,2491.4
15-03-2023,6,32.9,18.1,78,20,22,11,3766,785,0.52,0.27,1120,2491.4
15-03-2023,6,32.9,18.7,64,37,23,11,3504,566,0.56,0.16,1120,2491.4
15-03-2023,6,32.9,25,62,22,18,10,3286,604,0.53,0.25,1120,2491.4
15-03-2023,6,31,19.1,77,22,21,8,2812,842,0.48,0.17,1192.2,2481.4
15-03-2023,6,32.2,19.1,74,23,22,7,3457,783,0.49,0.17,1192.2,2481.4
15-03-2023,6,31.3,19.5,77,25,22,10,3419,846,0.56,0.27,1192.2,2481.4
15-03-2023,6,32.2,20.5,84,21,25,12,3154,572,0.48,0.24,1192.2,2481.4
15-03-2023,6,32.9,18.1,78,20,16,11,3100,984,0.5,0.23,1192.2,2481.4
15-03-2023,6,32.9,18.7,64,37,21,11,2162,775,0.54,0.23,1192.2,2481.4
15-03-2023,6,32.9,25,62,22,22,7,3613,936,0.55,0.25,1192.2,2481.4
15-03-2023,6,31,19.1,77,22,19,8,3371,850,0.52,0.2,1157,2522.2
15-03-2023,6,32.2,19.1,74,23,16,8,2379,585,0.56,0.21,1157,2522.2
15-03-2023,6,31.3,19.5,77,25,22,7,2376,634,0.51,0.21,1157,2522.2
15-03-2023,6,32.2,20.5,84,21,19,9,2726,922,0.48,0.26,1157,2522.2
15-03-2023,6,32.9,18.1,78,20,19,7,2941,890,0.49,0.22,1157,2522.2
15-03-2023,6,32.9,18.7,64,37,20,9,3255,831,0.54,0.25,1157,2522.2
15-03-2023,6,32.9,25,62,22,22,12,2638,660,0.51,0.23,1157,2522.2
15-03-2023,6,31,19.1,77,22,20,10,2012,575,0.53,0.16,988.1,2446.6
15-03-2023,6,32.2,19.1,74,23,16,7,2899,510,0.51,0.16,988.1,2446.6
15-03-2023,6,31.3,19.5,77,25,21,7,2329,540,0.56,0.15,988.1,2446.6
15-03-2023,6,32.2,20.5,84,21,25,10,3590,952,0.52,0.16,988.1,2446.6
15-03-2023,6,32.9,18.1,78,20,21,10,3160,615,0.54,0.16,988.1,2446.6
15-03-2023,6,32.9,18.7,64,37,24,7,2743,841,0.49,0.24,988.1,2446.6
15-03-2023,6,32.9,25,62,22,19,10,3749,543,0.55,0.16,988.1,2446.6
15-03-2023,6,31,19.1,77,22,16,12,3009,570,0.49,0.27,966.3,2538.3
15-03-2023,6,32.2,19.1,74,23,21,12,2446,990,0.52,0.26,966.3,2538.3
15-03-2023,6,31.3,19.5,77,25,24,9,3185,888,0.49,0.15,966.3,2538.3
15-03-2023,6,32.2,20.5,84,21,24,9,2475,728,0.51,0.17,966.3,2538.3
15-03-2023,6,32.9,18.1,78,20,15,9,2045,795,0.5,0.26,966.3,2538.3
15-03-2023,6,32.9,18.7,64,37,17,10,3638,643,0.52,0.26,966.3,2538.3
15-03-2023,6,32.9,25,62,22,20,11,2457,614,0.56,0.23,966.3,2538.3
15-03-2023,6,31,19.1,77,22,15,10,2513,720,0.5,0.19,1225.7,2491.3
15-03-2023,6,32.2,19.1,74,23,23,7,2350,635,0.55,0.19,1225.7,2491.3
15-03-2023,6,31.3,19.5,77,25,18,12,3077,773,0.5,0.21,1225.7,2491.3
15-03-2023,6,32.2,20.5,84,21,18,11,2691,856,0.53,0.27,1225.7,2491.3
15-03-2023,6,32.9,18.1,78,20,20,10,2451,996,0.53,0.26,1225.7,2491.3
15-03-2023,6,32.9,18.7,64,37,22,7,3480,901,0.53,0.26,1225.7,2491.3
15-03-2023,6,32.9,25,62,22,15,12,2112,547,0.52,0.22,1225.7,2491.3
15-03-2023,6,31,19.1,77,22,21,12,2265,851,0.53,0.26,926.8,2380.2
15-03-2023,6,32.2,19.1,74,23,21,12,2911,799,0.54,0.18,926.8,2380.2
15-03-2023,6,31.3,19.5,77,25,22,10,3926,852,0.51,0.24,926.8,2380.2
15-03-2023,6,32.2,20.5,84,21,24,7,2153,731,0.54,0.22,926.8,2380.2
15-03-2023,6,32.9,18.1,78,20,21,8,2823,508,0.52,0.18,926.8,2380.2
15-03-2023,6,32.9,18.7,64,37,20,11,2390,800,0.51,0.2,926.8,2380.2
15-03-2023,6,32.9,25,62,22,16,10,3001,674,0.51,0.23,926.8,2380.2
15-03-2023,6,31,19.1,77,22,20,12,3620,666,0.5,0.15,1076.5,2438
15-03-2023,6,32.2,19.1,74,23,15,9,3187,998,0.53,0.22,1076.5,2438
15-03-2023,6,31.3,19.5,77,25,16,8,2250,652,0.52,0.2,1076.5,2438
15-03-2023,6,32.2,20.5,84,21,18,7,3972,640,0.48,0.22,1076.5,2438
15-03-2023,6,32.9,18.1,78,20,24,11,3652,653,0.55,0.2,1076.5,2438
15-03-2023,6,32.9,18.7,64,37,22,8,2301,664,0.55,0.25,1076.5,2438
15-03-2023,6,32.9,25,62,22,24,10,3483,824,0.56,0.17,1076.5,2438
15-03-2023,6,31,19.1,77,22,23,7,2818,804,0.54,0.25,957.4,2466
15-03-2023,6,32.2,19.1,74,23,22,11,3777,686,0.55,0.16,957.4,2466
15-03-2023,6,31.3,19.5,77,25,19,8,3700,624,0.56,0.16,957.4,2466
15-03-2023,6,32.2,20.5,84,21,23,8,2165,776,0.51,0.26,957.4,2466
15-03-2023,6,32.9,18.1,78,20,20,9,2102,534,0.55,0.17,957.4,2466
15-03-2023,6,32.9,18.7,64,37,17,7,3310,892,0.55,0.18,957.4,2466
15-03-2023,6,32.9,25,62,22,20,7,2428,981,0.52,0.18,957.4,2466
15-03-2023,6,31,19.1,77,22,20,9,3791,629,0.56,0.16,912,2373.8
15-03-2023,6,32.2,19.1,74,23,20,11,3630,982,0.5,0.15,912,2373.8
15-03-2023,6,31.3,19.5,77,25,17,9,3156,852,0.47,0.25,912,2373.8
15-03-2023,6,32.2,20.5,84,21,16,10,3179,606,0.52,0.2,912,2373.8
15-03-2023,6,32.9,18.1,78,20,18,10,3028,562,0.56,0.2,912,2373.8
15-03-2023,6,32.9,18.7,64,37,24,9,2204,605,0.48,0.19,912,2373.8
15-03-2023,6,32.9,25,62,22,20,11,3418,726,0.48,0.26,912,2373.8
15-03-2023,6,31,19.1,77,22,23,12,3160,980,0.47,0.15,998.4,2488.2
15-03-2023,6,32.2,19.1,74,23,20,12,2001,951,0.49,0.16,998.4,2488.2
15-03-2023,6,31.3,19.5,77,25,20,12,3879,860,0.49,0.22,998.4,2488.2
15-03-2023,6,32.2,20.5,84,21,16,10,2192,812,0.48,0.24,998.4,2488.2
15-03-2023,6,32.9,18.1,78,20,25,9,2713,940,0.5,0.22,998.4,2488.2
15-03-2023,6,32.9,18.7,64,37,18,12,3347,701,0.53,0.2,998.4,2488.2
15-03-2023,6,32.9,25,62,22,20,10,3182,852,0.5,0.21,998.4,2488.2
15-03-2023,6,31,19.1,77,22,22,8,3568,656,0.53,0.26,837,2266.6
15-03-2023,6,32.2,19.1,74,23,22,8,3433,714,0.54,0.15,837,2266.6
15-03-2023,6,31.3,19.5,77,25,25,11,3581,807,0.51,0.23,837,2266.6
15-03-2023,6,32.2,20.5,84,21,21,12,3801,988,0.5,0.2,837,2266.6
15-03-2023,6,32.9,18.1,78,20,19,9,3682,856,0.5,0.21,837,2266.6
15-03-2023,6,32.9,18.7,64,37,25,9,3025,955,0.53,0.21,837,2266.6
15-03-2023,6,32.9,25,62,22,25,12,2580,995,0.48,0.23,837,2266.6
15-03-2023,6,31,19.1,77,22,17,11,3957,835,0.5,0.22,924.5,2533.2
15-03-2023,6,32.2,19.1,74,23,19,8,3507,689,0.55,0.23,924.5,2533.2
15-03-2023,6,31.3,19.5,77,25,17,7,3622,606,0.52,0.17,924.5,2533.2
15-03-2023,6,32.2,20.5,84,21,25,11,2088,567,0.54,0.23,924.5,2533.2
15-03-2023,6,32.9,18.1,78,20,17,12,3635,606,0.51,0.24,924.5,2533.2
15-03-2023,6,32.9,18.7,64,37,17,9,2055,849,0.51,0.18,924.5,2533.2
15-03-2023,6,32.9,25,62,22,22,8,3529,780,0.49,0.26,924.5,2533.2
15-03-2023,6,31,19.1,77,22,21,10,2460,561,0.53,0.15,952.1,2415.9
15-03-2023,6,32.2,19.1,74,23,25,10,3431,671,0.55,0.21,952.1,2415.9
15-03-2023,6,31.3,19.5,77,25,24,12,2002,662,0.48,0.21,952.1,2415.9
15-03-2023,6,32.2,20.5,84,21,25,10,2650,638,0.56,0.24,952.1,2415.9
15-03-2023,6,32.9,18.1,78,20,18,7,2260,514,0.54,0.22,952.1,2415.9
15-03-2023,6,32.9,18.7,64,37,16,9,3751,863,0.51,0.17,952.1,2415.9
15-03-2023,6,32.9,25,62,22,16,7,3098,791,0.53,0.26,952.1,2415.9
15-03-2023,6,31,19.1,77,22,17,8,3198,588,0.54,0.15,936.7,2444.5
15-03-2023,6,32.2,19.1,74,23,17,8,3321,611,0.49,0.15,936.7,2444.5
15-03-2023,6,31.3,19.5,77,25,21,10,2713,677,0.49,0.22,936.7,2444.5
15-03-2023,6,32.2,20.5,84,21,18,7,3925,919,0.48,0.22,936.7,2444.5
15-03-2023,6,32.9,18.1,78,20,24,8,3701,758,0.54,0.26,936.7,2444.5
15-03-2023,6,32.9,18.7,64,37,17,8,2670,988,0.55,0.16,936.7,2444.5
15-03-2023,6,32.9,25,62,22,21,11,2925,598,0.53,0.22,936.7,2444.5
15-03-2023,6,31,19.1,77,22,18,10,2537,805,0.53,0.19,1199.3,2485.4
15-03-2023,6,32.2,19.1,74,23,16,8,2489,768,0.54,0.24,1199.3,2485.4
15-03-2023,6,31.3,19.5,77,25,18,12,2088,653,0.5,0.18,1199.3,2485.4
15-03-2023,6,32.2,20.5,84,21,17,11,2062,643,0.55,0.2,1199.3,2485.4
15-03-2023,6,32.9,18.1,78,20,15,7,2487,610,0.48,0.16,1199.3,2485.4
15-03-2023,6,32.9,18.7,64,37,21,11,2488,891,0.52,0.2,1199.3,2485.4
15-03-2023,6,32.9,25,62,22,17,7,3302,600,0.53,0.15,1199.3,2485.4
15-03-2023,6,31,19.1,77,22,25,10,3944,696,0.53,0.18,1065.4,2522.8
15-03-2023,6,32.2,19.1,74,23,25,12,2969,870,0.49,0.24,1065.4,2522.8
15-03-2023,6,31.3,19.5,77,25,19,11,2388,777,0.54,0.26,1065.4,2522.8
15-03-2023,6,32.2,20.5,84,21,19,12,3513,709,0.51,0.2,1065.4,2522.8
15-03-2023,6,32.9,18.1,78,20,15,10,2104,556,0.56,0.25,1065.4,2522.8
15-03-2023,6,32.9,18.7,64,37,24,12,2781,938,0.47,0.18,1065.4,2522.8
15-03-2023,6,32.9,25,62,22,19,9,3053,749,0.48,0.2,1065.4,2522.8
15-03-2023,6,31,19.1,77,22,20,10,2672,552,0.55,0.22,1054.1,2422.1
15-03-2023,6,32.2,19.1,74,23,23,12,2098,655,0.55,0.21,1054.1,2422.1
15-03-2023,6,31.3,19.5,77,25,25,12,2748,566,0.49,0.26,1054.1,2422.1
15-03-2023,6,32.2,20.5,84,21,18,7,2535,533,0.49,0.22,1054.1,2422.1
15-03-2023,6,32.9,18.1,78,20,22,7,3185,668,0.54,0.22,1054.1,2422.1
15-03-2023,6,32.9,18.7,64,37,21,12,2317,615,0.51,0.17,1054.1,2422.1
15-03-2023,6,32.9,25,62,22,15,9,2779,695,0.49,0.23,1054.1,2422.1
15-03-2023,6,31,19.1,77,22,24,11,2247,893,0.54,0.21,859.6,2351.7
15-03-2023,6,32.2,19.1,74,23,18,10,3458,873,0.5,0.22,859.6,2351.7
15-03-2023,6,31.3,19.5,77,25,24,7,3300,646,0.52,0.27,859.6,2351.7
15-03-2023,6,32.2,20.5,84,21,21,7,2527,1000,0.55,0.22,859.6,2351.7
15-03-2023,6,32.9,18.1,78,20,24,8,2961,971,0.5,0.22,859.6,2351.7
15-03-2023,6,32.9,18.7,64,37,17,10,3408,906,0.51,0.23,859.6,2351.7
15-03-2023,6,32.9,25,62,22,16,9,2443,660,0.53,0.17,859.6,2351.7
15-03-2023,6,31,19.1,77,22,23,10,2047,841,0.49,0.21,946.3,2402.1
15-03-2023,6,32.2,19.1,74,23,20,11,3969,692,0.54,0.23,946.3,2402.1
15-03-2023,6,31.3,19.5,77,25,15,10,3400,747,0.54,0.25,946.3,2402.1
15-03-2023,6,32.2,20.5,84,21,19,12,2499,549,0.5,0.23,946.3,2402.1
15-03-2023,6,32.9,18.1,78,20,16,8,2063,678,0.5,0.26,946.3,2402.1
15-03-2023,6,32.9,18.7,64,37,15,11,3776,848,0.48,0.26,946.3,2402.1
15-03-2023,6,32.9,25,62,22,17,9,2597,524,0.54,0.23,946.3,2402.1
15-03-2023,6,31,19.1,77,22,24,7,2765,704,0.54,0.22,943,2431.7
15-03-2023,6,32.2,19.1,74,23,17,11,2250,754,0.51,0.18,943,2431.7
15-03-2023,6,31.3,19.5,77,25,17,9,3539,992,0.48,0.19,943,2431.7
15-03-2023,6,32.2,20.5,84,21,25,7,2152,632,0.5,0.25,943,2431.7
15-03-2023,6,32.9,18.1,78,20,17,8,2943,617,0.51,0.27,943,2431.7
15-03-2023,6,32.9,18.7,64,37,15,8,3053,533,0.55,0.17,943,2431.7
15-03-2023,6,32.9,25,62,22,21,7,2725,756,0.5,0.27,943,2431.7
15-03-2023,6,31,19.1,77,22,21,8,2561,589,0.51,0.21,1022.9,2379.8
15-03-2023,6,32.2,19.1,74,23,24,12,3648,672,0.54,0.25,1022.9,2379.8
15-03-2023,6,31.3,19.5,77,25,19,9,3822,526,0.54,0.22,1022.9,2379.8
15-03-2023,6,32.2,20.5,84,21,18,9,3760,644,0.53,0.15,1022.9,2379.8
15-03-2023,6,32.9,18.1,78,20,18,9,3914,647,0.56,0.27,1022.9,2379.8
15-03-2023,6,32.9,18.7,64,37,18,11,3106,653,0.51,0.15,1022.9,2379.8
15-03-2023,6,32.9,25,62,22,18,11,3700,743,0.51,0.21,1022.9,2379.8
15-03-2023,6,31,19.1,77,22,24,8,2593,593,0.52,0.24,983,2387.4
15-03-2023,6,32.2,19.1,74,23,20,11,2124,717,0.49,0.23,983,2387.4
15-03-2023,6,31.3,19.5,77,25,15,7,2727,897,0.52,0.24,983,2387.4
15-03-2023,6,32.2,20.5,84,21,17,7,3250,999,0.54,0.2,983,2387.4
15-03-2023,6,32.9,18.1,78,20,22,9,2367,551,0.53,0.16,983,2387.4
15-03-2023,6,32.9,18.7,64,37,22,12,3927,632,0.56,0.18,983,2387.4
15-03-2023,6,32.9,25,62,22,19,8,3141,592,0.53,0.18,983,2387.4
15-03-2023,6,31,19.1,77,22,22,7,2140,668,0.52,0.2,1147.2,2505.9
15-03-2023,6,32.2,19.1,74,23,17,8,3148,719,0.54,0.26,1147.2,2505.9
15-03-2023,6,31.3,19.5,77,25,24,12,3399,841,0.55,0.17,1147.2,2505.9
15-03-2023,6,32.2,20.5,84,21,24,8,3383,834,0.49,0.19,1147.2,2505.9
15-03-2023,6,32.9,18.1,78,20,22,11,3214,568,0.52,0.26,1147.2,2505.9
15-03-2023,6,32.9,18.7,64,37,17,9,2060,612,0.53,0.25,1147.2,2505.9
15-03-2023,6,32.9,25,62,22,22,10,2048,665,0.51,0.17,1147.2,2505.9
15-03-2023,6,31,19.1,77,22,19,10,3686,691,0.56,0.27,1038.6,2447.7
15-03-2023,6,32.2,19.1,74,23,21,9,2955,698,0.54,0.16,1038.6,2447.7
15-03-2023,6,31.3,19.5,77,25,15,7,3808,870,0.52,0.15,1038.6,2447.7
15-03-2023,6,32.2,20.5,84,21,24,10,2116,837,0.48,0.18,1038.6,2447.7
15-03-2023,6,32.9,18.1,78,20,17,12,3428,989,0.5,0.23,1038.6,2447.7
15-03-2023,6,32.9,18.7,64,37,24,11,3445,847,0.55,0.25,1038.6,2447.7
15-03-2023,6,32.9,25,62,22,24,7,2342,680,0.53,0.22,1038.6,2447.7
24-04-2023,1,43,33,31,16,16,8,2969,663,0.54,0.17,141.8,135.8
24-04-2023,1,44,30,36,20,20,9,3533,709,0.54,0.15,141.8,135.8
24-04-2023,1,43,30,36,24,25,11,2944,813,0.52,0.21,141.8,135.8
24-04-2023,1,39,29,53,27,21,9,3423,729,0.54,0.2,141.8,135.8
24-04-2023,1,36,26,63,35,22,12,3416,832,0.52,0.16,141.8,135.8
24-04-2023,1,37,28,59,21,24,11,3667,804,0.49,0.15,141.8,135.8
24-04-2023,1,37,28,62,27,23,8,2021,547,0.51,0.22,141.8,135.8
24-04-2023,1,43,33,31,16,15,11,2235,759,0.47,0.21,133.6,128.6
24-04-2023,1,44,30,36,20,17,12,3013,749,0.54,0.26,133.6,128.6
24-04-2023,1,43,30,36,24,19,12,3137,513,0.5,0.24,133.6,128.6
24-04-2023,1,39,29,53,27,25,9,2413,632,0.47,0.27,133.6,128.6
24-04-2023,1,36,26,63,35,25,8,3942,833,0.5,0.15,133.6,128.6
24-04-2023,1,37,28,59,21,23,10,2687,600,0.48,0.24,133.6,128.6
24-04-2023,1,37,28,62,27,22,11,2876,583,0.51,0.22,133.6,128.6
24-04-2023,1,43,33,31,16,22,9,3901,771,0.53,0.24,131.6,124.8
24-04-2023,1,44,30,36,20,25,12,3355,715,0.52,0.19,131.6,124.8
24-04-2023,1,43,30,36,24,17,12,3590,849,0.5,0.23,131.6,124.8
24-04-2023,1,39,29,53,27,22,9,3618,681,0.54,0.23,131.6,124.8
24-04-2023,1,36,26,63,35,16,9,3651,609,0.47,0.18,131.6,124.8
24-04-2023,1,37,28,59,21,16,11,2180,532,0.55,0.17,131.6,124.8
24-04-2023,1,37,28,62,27,15,7,2664,845,0.51,0.17,131.6,124.8
24-04-2023,1,43,33,31,16,25,10,3839,595,0.51,0.16,128.2,121.8
24-04-2023,1,44,30,36,20,18,7,3924,742,0.56,0.22,128.2,121.8
24-04-2023,1,43,30,36,24,19,7,3441,583,0.52,0.16,128.2,121.8
24-04-2023,1,39,29,53,27,21,7,3463,703,0.52,0.25,128.2,121.8
24-04-2023,1,36,26,63,35,24,11,3696,871,0.54,0.21,128.2,121.8
24-04-2023,1,37,28,59,21,19,10,2804,721,0.53,0.16,128.2,121.8
24-04-2023,1,37,28,62,27,16,7,2607,664,0.48,0.18,128.2,121.8
24-04-2023,1,43,33,31,16,21,12,3122,816,0.49,0.18,135.4,129.4
24-04-2023,1,44,30,36,20,19,10,3942,731,0.56,0.2,135.4,129.4
24-04-2023,1,43,30,36,24,16,7,3444,867,0.55,0.22,135.4,129.4
24-04-2023,1,39,29,53,27,18,9,3187,838,0.52,0.15,135.4,129.4
24-04-2023,1,36,26,63,35,18,12,3660,715,0.48,0.22,135.4,129.4
24-04-2023,1,37,28,59,21,18,9,3712,784,0.52,0.23,135.4,129.4
24-04-2023,1,37,28,62,27,16,12,2358,999,0.54,0.23,135.4,129.4
24-04-2023,1,43,33,31,16,16,8,2148,643,0.52,0.23,135.6,129
24-04-2023,1,44,30,36,20,21,11,2519,606,0.52,0.26,135.6,129
24-04-2023,1,43,30,36,24,20,7,2097,654,0.51,0.22,135.6,129
24-04-2023,1,39,29,53,27,22,7,2767,872,0.54,0.18,135.6,129
24-04-2023,1,36,26,63,35,18,12,2625,521,0.5,0.23,135.6,129
24-04-2023,1,37,28,59,21,18,11,2140,613,0.54,0.15,135.6,129
24-04-2023,1,37,28,62,27,25,11,2190,937,0.49,0.21,135.6,129
24-04-2023,1,43,33,31,16,15,12,3813,639,0.5,0.19,137.8,131.4
24-04-2023,1,44,30,36,20,22,7,2220,647,0.51,0.18,137.8,131.4
24-04-2023,1,43,30,36,24,15,12,3253,554,0.55,0.21,137.8,131.4
24-04-2023,1,39,29,53,27,17,11,3677,720,0.48,0.27,137.8,131.4
24-04-2023,1,36,26,63,35,24,7,2341,754,0.51,0.16,137.8,131.4
24-04-2023,1,37,28,59,21,18,12,2976,790,0.54,0.2,137.8,131.4
24-04-2023,1,37,28,62,27,21,12,2471,852,0.52,0.18,137.8,131.4
24-04-2023,1,43,33,31,16,22,9,2407,961,0.55,0.2,128,120.4
24-04-2023,1,44,30,36,20,20,8,3201,906,0.5,0.19,128,120.4
24-04-2023,1,43,30,36,24,22,9,2396,928,0.53,0.21,128,120.4
24-04-2023,1,39,29,53,27,21,10,2896,502,0.49,0.21,128,120.4
24-04-2023,1,36,26,63,35,25,9,3706,527,0.54,0.23,128,120.4
24-04-2023,1,37,28,59,21,21,11,2264,974,0.47,0.21,128,120.4
24-04-2023,1,37,28,62,27,22,12,2613,611,0.52,0.25,128,120.4
